Id,Sq_Footage,AvgSalePrice,OverallQual,Average Price/SqFt
1252,1405,171750.00,7,122.2419928825622776
308,1406,89500.00,6,63.6557610241820768
633,1411,82500.00,7,58.4691708008504607
430,1412,175000.00,6,123.9376770538243626
1286,1412,132500.00,6,93.8385269121813031
1364,1412,156932.00,6,111.1416430594900850
237,1414,185500.00,7,131.1881188118811881
466,1414,178740.00,7,126.4073550212164074
535,1414,178000.00,8,125.8840169731258840
920,1414,176500.00,6,124.8231966053748232
845,1416,153900.00,5,108.6864406779661017
960,1416,155000.00,7,109.4632768361581921
1384,1416,112000.00,5,79.0960451977401130
1421,1416,179900.00,6,127.0480225988700565
689,1419,392000.00,8,276.2508809020436927
1117,1419,184100.00,8,129.7392529950669486
266,1422,175500.00,6,123.4177215189873418
627,1422,139900.00,5,98.3825597749648383
1445,1422,179600.00,7,126.3009845288326301
56,1425,180500.00,6,126.6666666666666667
861,1426,189950.00,7,133.2047685834502104
1074,1426,159500.00,6,111.8513323983169705
806,1428,227680.00,7,159.4397759103641457
974,1428,182000.00,7,127.4509803921568627
581,1429,181900.00,6,127.2918124562631211
112,1430,180000.00,7,125.8741258741258741
574,1430,170000.00,7,118.8811188811188811
783,1430,187100.00,7,130.8391608391608392
193,1431,192000.00,7,134.1719077568134172
368,1431,165000.00,6,115.3039832285115304
316,1432,188500.00,7,131.6340782122905028
741,1432,132000.00,5,92.1787709497206704
1165,1432,194000.00,5,135.4748603351955307
828,1434,189000.00,7,131.7991631799163180
217,1436,210000.00,7,146.2395543175487465
669,1437,168000.00,5,116.9102296450939457
1156,1437,218000.00,5,151.7049408489909534
243,1440,79000.00,5,54.8611111111111111
442,1440,118000.00,4,81.9444444444444444
943,1440,150000.00,4,104.1666666666666667
1430,1440,182900.00,6,127.0138888888888889
676,1441,148500.00,6,103.0534351145038168
1192,1441,174000.00,8,120.7494795281054823
206,1442,180500.00,7,125.1733703190013870
814,1442,157900.00,6,109.5006934812760055
998,1442,185000.00,6,128.2940360610263523
1107,1442,179900.00,7,124.7572815533980583
854,1445,158000.00,6,109.3425605536332180
559,1446,175000.00,7,121.0235131396957123
49,1452,113000.00,4,77.8236914600550964
1266,1452,183900.00,7,126.6528925619834711
352,1453,190000.00,7,130.7639366827253957
120,1456,163990.00,6,112.6304945054945055
196,1456,148500.00,6,101.9917582417582418
493,1456,172785.00,6,118.6710164835164835
709,1456,179540.00,7,123.3104395604395604
803,1456,189000.00,7,129.8076923076923077
852,1456,215000.00,8,147.6648351648351648
1073,1456,91500.00,5,62.8434065934065934
1161,1456,146000.00,6,100.2747252747252747
1196,1456,176000.00,6,120.8791208791208791
1345,1456,155835.00,7,107.0295329670329670
116,1458,176000.00,6,120.7133058984910837
659,1458,97500.00,6,66.8724279835390947
1083,1459,192000.00,7,131.5969842357779301
744,1464,175000.00,5,119.5355191256830601
1404,1464,282922.00,8,193.2527322404371585
931,1466,201000.00,8,137.1077762619372442
1077,1466,170000.00,5,115.9618008185538881
1152,1466,149900.00,5,102.2510231923601637
284,1468,244600.00,8,166.6212534059945504
654,1469,135000.00,6,91.8992511912865895
51,1470,177000.00,6,120.4081632653061224
96,1470,185000.00,6,125.8503401360544218
724,1470,135000.00,4,91.8367346938775510
756,1471,172500.00,6,117.2671651937457512
320,1472,187500.00,7,127.3777173913043478
1019,1472,160000.00,7,108.6956521739130435
1193,1472,125000.00,5,84.9184782608695652
589,1473,143000.00,5,97.0807875084860828
85,1474,168500.00,7,114.3147896879240163
1368,1475,127000.00,5,86.1016949152542373
671,1476,173500.00,6,117.5474254742547425
577,1477,145000.00,7,98.1719702098849018
348,1478,157500.00,6,106.5629228687415426
413,1478,222000.00,7,150.2029769959404601
1321,1478,156500.00,6,105.8863328822733424
68,1479,226000.00,7,152.8059499661933739
192,1479,184000.00,7,124.4083840432724814
389,1479,191000.00,7,129.1413116970926302
715,1479,130500.00,6,88.2352941176470588
858,1481,174000.00,6,117.4881836596893991
841,1482,140000.00,6,94.4669365721997301
1125,1482,163900.00,7,110.5937921727395412
1150,1482,143000.00,7,96.4912280701754386
488,1484,175000.00,5,117.9245283018867925
705,1484,213000.00,7,143.5309973045822102
785,1484,128000.00,6,86.2533692722371968
910,1484,174000.00,6,117.2506738544474394
966,1484,178900.00,6,120.5525606469002695
1240,1484,265900.00,8,179.1778975741239892
660,1486,167000.00,5,112.3822341857335128
240,1487,113000.00,6,75.9919300605245461
824,1489,139500.00,6,93.6870382807253190
825,1489,232600.00,8,156.2122229684351914
1272,1489,185750.00,6,124.7481531229012760
1225,1490,184000.00,7,123.4899328859060403
477,1493,208900.00,6,139.9196249162759545
14,1494,279500.00,7,187.0816599732262383
605,1494,221000.00,7,147.9250334672021419
753,1494,217000.00,6,145.2476572958500669
765,1494,270000.00,8,180.7228915662650602
1302,1494,177500.00,6,118.8085676037483266
1349,1494,215000.00,7,143.9089692101740295
545,1496,179665.00,7,120.0969251336898396
794,1496,225000.00,8,150.4010695187165775
221,1498,204900.00,7,136.7823765020026702
1085,1498,187500.00,6,125.1668891855807744
934,1500,190000.00,7,126.6666666666666667
994,1500,173900.00,6,115.9333333333333333
1395,1500,246578.00,7,164.3853333333333333
144,1501,204000.00,7,135.9093937375083278
311,1501,165600.00,6,110.3264490339773484
759,1501,179400.00,7,119.5203197868087941
471,1502,212000.00,8,141.1451398135818908
658,1502,149000.00,7,99.2010652463382157
1013,1502,165000.00,6,109.8535286284953395
1166,1502,233170.00,7,155.2396804260985353
1005,1504,181000.00,7,120.3457446808510638
1017,1504,203000.00,7,134.9734042553191489
1024,1504,191000.00,7,126.9946808510638298
362,1505,145000.00,5,96.3455149501661130
890,1505,149500.00,6,99.3355481727574751
766,1506,264132.00,9,175.3864541832669323
1020,1506,213490.00,7,141.7596281540504648
1230,1507,127000.00,5,84.2733908427339084
531,1509,175000.00,6,115.9708416169648774
617,1509,183200.00,6,121.4049039098740888
903,1509,180000.00,7,119.2842942345924453
652,1510,108000.00,4,71.5231788079470199
267,1511,185000.00,6,122.4354731965585705
624,1512,168500.00,6,111.4417989417989418
1398,1513,137500.00,5,90.8790482485128883
834,1516,167000.00,6,110.1583113456464380
109,1517,115000.00,5,75.8075148319050758
1245,1517,230000.00,8,151.6150296638101516
641,1518,274000.00,8,180.5006587615283267
628,1520,153000.00,6,100.6578947368421053
682,1520,159434.00,5,104.8907894736842105
1010,1522,102000.00,5,67.0170827858081472
1056,1523,180000.00,6,118.1877872619829284
1270,1524,144000.00,5,94.4881889763779528
1271,1524,260000.00,7,170.6036745406824147
181,1525,177000.00,6,116.0655737704918033
1391,1525,235000.00,7,154.0983606557377049
89,1526,85000.00,3,55.7011795543905636
1054,1526,144500.00,5,94.6920052424639581
750,1529,98000.00,4,64.0941792020928712
1128,1530,259000.00,7,169.2810457516339869
1362,1530,260000.00,7,169.9346405228758170
452,1533,280000.00,7,182.6484018264840183
103,1535,118964.00,5,77.5009771986970684
568,1535,214000.00,7,139.4136807817589577
895,1535,118858.00,5,77.4319218241042345
338,1536,214000.00,7,139.3229166666666667
1436,1537,174000.00,6,113.2075471698113208
695,1539,141500.00,5,91.9428200129954516
842,1539,157500.00,5,102.3391812865497076
163,1541,220000.00,7,142.7644386761842959
303,1541,205000.00,7,133.0304996755353666
763,1547,215200.00,7,139.1079508726567550
276,1548,205000.00,7,132.4289405684754522
963,1548,155000.00,6,100.1291989664082687
400,1550,241000.00,7,155.4838709677419355
223,1552,179900.00,6,115.9149484536082474
1122,1552,212900.00,7,137.1778350515463918
1247,1553,186500.00,7,120.0901481004507405
632,1554,209500.00,8,134.8133848133848134
230,1555,192500.00,7,123.7942122186495177
1127,1555,174000.00,7,111.8971061093247588
600,1556,151000.00,6,97.0437017994858612
1072,1556,154000.00,6,98.9717223650385604
560,1557,234000.00,7,150.2890173410404624
297,1558,152000.00,5,97.5609756097560976
1428,1558,140000.00,5,89.8587933247753530
837,1559,153500.00,5,98.4605516356638871
87,1560,174000.00,6,111.5384615384615385
277,1560,201000.00,7,128.8461538461538462
35,1561,277500.00,9,177.7706598334401025
83,1563,245000.00,8,156.7498400511836212
796,1564,171000.00,6,109.3350383631713555
1148,1564,174500.00,7,111.5728900255754476
241,1566,262500.00,8,167.6245210727969349
640,1567,264561.00,8,168.8328015315890236
1139,1567,196000.00,6,125.0797702616464582
1416,1569,175900.00,7,112.1096239643084767
1067,1571,178000.00,6,113.3036282622533418
1376,1571,239000.00,8,152.1323997453851050
405,1572,168000.00,6,106.8702290076335878
1185,1572,186700.00,5,118.7659033078880407
443,1573,162900.00,5,103.5600762873490146
585,1573,133000.00,4,84.5518118245390973
1281,1573,227000.00,7,144.3102352193261284
1359,1573,177500.00,6,112.8417037507946599
365,1574,190000.00,6,120.7115628970775095
1003,1574,232000.00,8,147.3951715374841169
285,1575,179200.00,6,113.7777777777777778
808,1576,223500.00,5,141.8147208121827411
990,1576,197000.00,7,125.0000000000000000
1146,1576,149000.00,5,94.5431472081218274
346,1577,140200.00,6,88.9029803424223209
492,1578,133000.00,6,84.2839036755386565
1452,1578,287090.00,8,181.9328263624841572
1159,1580,235128.00,8,148.8151898734177215
591,1582,185900.00,7,117.5094816687737042
1288,1582,190000.00,5,120.1011378002528445
1392,1584,124000.00,5,78.2828282828282828
125,1586,181000.00,6,114.1235813366960908
97,1588,214000.00,7,134.7607052896725441
372,1588,134432.00,4,84.6549118387909320
1331,1588,227000.00,8,142.9471032745591940
454,1590,210000.00,8,132.0754716981132075
190,1593,286000.00,8,179.5354676710608914
883,1593,178000.00,6,111.7388575015693660
1402,1593,193000.00,6,121.1550533584431890
355,1595,140000.00,6,87.7742946708463950
26,1600,256300.00,8,160.1875000000000000
29,1600,207500.00,5,129.6875000000000000
1135,1600,169000.00,6,105.6250000000000000
540,1601,272000.00,8,169.8938163647720175
1100,1601,157000.00,7,98.0637101811367895
1119,1601,140000.00,5,87.4453466583385384
422,1602,215000.00,6,134.2072409488139825
782,1603,175900.00,6,109.7317529631940112
258,1604,220000.00,7,137.1571072319201995
434,1604,181000.00,6,112.8428927680798005
1378,1604,117000.00,5,72.9426433915211970
75,1605,107400.00,3,66.9158878504672897
1400,1608,137450.00,6,85.4788557213930348
101,1610,205000.00,6,127.3291925465838509
1068,1611,167900.00,6,104.2209807572936065
777,1614,221500.00,7,137.2366790582403965
165,1616,152000.00,6,94.0594059405940594
731,1616,236500.00,8,146.3490099009900990
1304,1616,232000.00,7,143.5643564356435644
924,1617,193000.00,6,119.3568336425479283
406,1620,150000.00,4,92.5925925925925926
644,1620,152000.00,5,93.8271604938271605
1037,1620,315500.00,9,194.7530864197530864
339,1621,202500.00,7,124.9228871067242443
1191,1622,168000.00,4,103.5758323057953144
1188,1624,262000.00,8,161.3300492610837438
252,1625,235000.00,8,144.6153846153846154
349,1626,154000.00,7,94.7109471094710947
972,1626,173000.00,7,106.3960639606396064
1237,1626,175500.00,7,107.9335793357933579
333,1629,284000.00,8,174.3400859422958870
948,1629,270000.00,8,165.7458563535911602
1204,1630,213000.00,7,130.6748466257668712
1317,1630,295493.00,8,181.2840490797546012
274,1632,139000.00,6,85.1715686274509804
944,1632,143000.00,5,87.6225490196078431
1042,1632,173000.00,6,106.0049019607843137
1330,1632,176500.00,7,108.1495098039215686
469,1634,250000.00,8,152.9987760097919217
547,1635,210000.00,6,128.4403669724770642
987,1635,117000.00,6,71.5596330275229358
907,1636,255000.00,8,155.8679706601466993
335,1638,192000.00,6,117.2161172161172161
407,1639,115000.00,6,70.1647345942647956
253,1640,173000.00,6,105.4878048780487805
821,1640,183000.00,7,111.5853658536585366
1162,1640,224000.00,6,136.5853658536585366
315,1641,178000.00,7,108.4704448507007922
295,1644,167000.00,6,101.5815085158150852
427,1644,275000.00,7,167.2749391727493917
468,1644,146500.00,5,89.1119221411192214
853,1646,164000.00,7,99.6354799513973269
867,1646,248900.00,8,151.2150668286755772
1028,1646,293077.00,8,178.0540704738760632
1406,1646,275000.00,8,167.0716889428918591
566,1647,128000.00,6,77.7170613236187007
599,1647,217500.00,5,132.0582877959927140
1456,1647,175000.00,6,106.2537947783849423
175,1651,184000.00,6,111.4476075105996366
475,1652,251000.00,8,151.9370460048426150
787,1652,139000.00,5,84.1404358353510896
1182,1652,392500.00,8,237.5907990314769976
1306,1652,325000.00,9,196.7312348668280872
1034,1654,230000.00,7,139.0568319226118501
48,1656,249700.00,8,150.7850241545893720
172,1656,215000.00,6,129.8309178743961353
188,1656,135000.00,5,81.5217391304347826
1255,1656,165400.00,7,99.8792270531400966
1337,1656,135000.00,5,81.5217391304347826
1007,1657,163500.00,6,98.6722993361496681
1111,1658,188000.00,6,113.3896260554885404
1289,1659,278000.00,8,167.5708257986738999
464,1660,188700.00,6,113.6746987951807229
1189,1660,195000.00,7,117.4698795180722892
1210,1660,290000.00,8,174.6987951807228916
436,1661,212000.00,7,127.6339554485249849
816,1661,224900.00,7,135.4003612281757977
1372,1661,165500.00,6,99.6387718242022878
458,1663,256000.00,4,153.9386650631389056
371,1664,172400.00,6,103.6057692307692308
523,1664,159000.00,6,95.5528846153846154
1012,1664,100000.00,5,60.0961538461538462
1294,1664,162900.00,7,97.8966346153846154
651,1665,205950.00,7,123.6936936936936937
1016,1665,227000.00,8,136.3363363363363363
459,1666,161000.00,8,96.6386554621848739
249,1668,180000.00,7,107.9136690647482014
684,1668,285000.00,9,170.8633093525179856
1370,1668,232000.00,8,139.0887290167865707
1412,1668,140000.00,6,83.9328537170263789
904,1670,240000.00,7,143.7125748502994012
1168,1671,173000.00,6,103.5308198683423100
564,1674,185000.00,6,110.5137395459976105
1366,1674,216000.00,7,129.0322580645161290
1261,1675,181000.00,6,108.0597014925373134
668,1679,193500.00,6,115.2471709350804050
408,1680,177000.00,6,105.3571428571428571
543,1680,213250.00,7,126.9345238095238095
727,1680,222000.00,6,132.1428571428571429
1004,1680,136905.00,5,81.4910714285714286
136,1682,174000.00,7,103.4482758620689655
872,1682,200500.00,6,119.2033293697978597
892,1683,172500.00,6,102.4955436720142602
344,1684,266000.00,9,157.9572446555819477
925,1686,207500.00,6,123.0723606168446026
1397,1687,160000.00,5,94.8429164196799052
801,1688,200000.00,6,118.4834123222748815
446,1689,127500.00,6,75.4884547069271758
818,1689,271000.00,8,160.4499703966844287
1242,1689,248328.00,7,147.0266429840142096
1109,1690,181000.00,6,107.1005917159763314
1198,1690,144000.00,7,85.2071005917159763
381,1691,127000.00,5,75.1034890597279716
573,1692,224500.00,7,132.6832151300236407
7,1694,307000.00,8,181.2278630460448642
239,1694,318000.00,8,187.7213695395513577
1093,1694,136500.00,6,80.5785123966942149
1167,1694,245350.00,8,144.8347107438016529
207,1696,143900.00,5,84.8466981132075472
725,1698,320000.00,9,188.4570082449941107
1187,1699,95000.00,3,55.9152442613301942
34,1700,165500.00,5,97.3529411764705882
1208,1700,200000.00,6,117.6470588235294118
846,1701,171000.00,5,100.5291005291005291
1229,1702,367294.00,9,215.8014101057579318
28,1704,306000.00,8,179.5774647887323944
170,1707,228000.00,8,133.5676625659050967
1305,1708,130000.00,7,76.1124121779859485
146,1709,130000.00,6,76.0678759508484494
194,1709,130000.00,7,76.0678759508484494
886,1709,328900.00,9,192.4517261556465769
1089,1709,137500.00,7,80.4564072557050907
1,1710,208500.00,7,121.9298245614035088
64,1710,140000.00,7,81.8713450292397661
152,1710,372402.00,8,217.7789473684210526
470,1710,187000.00,6,109.3567251461988304
1009,1710,240000.00,7,140.3508771929824561
887,1712,145000.00,5,84.6962616822429907
200,1713,274900.00,8,160.4786923525977817
767,1714,196500.00,7,114.6441073512252042
292,1716,135900.00,5,79.1958041958041958
293,1716,131000.00,5,76.3403263403263403
653,1716,191000.00,7,111.3053613053613054
1352,1716,171000.00,6,99.6503496503496503
4,1717,140000.00,7,81.5375655212580082
553,1717,255500.00,8,148.8060570762958649
882,1717,187500.00,7,109.2020966802562609
73,1718,185000.00,7,107.6833527357392317
479,1718,297000.00,8,172.8754365541327125
995,1718,337500.00,10,196.4493597206053551
327,1719,324000.00,8,188.4816753926701571
58,1720,196500.00,7,114.2441860465116279
169,1720,183500.00,7,106.6860465116279070
749,1720,260400.00,7,151.3953488372093023
135,1721,180000.00,5,104.5903544450900639
921,1721,201000.00,6,116.7925624636839047
537,1724,188000.00,7,109.0487238979118329
1278,1724,197900.00,6,114.7911832946635731
1440,1725,197000.00,7,114.2028985507246377
197,1726,311872.00,7,180.6906141367323291
145,1728,125000.00,5,72.3379629629629630
257,1728,207500.00,6,120.0810185185185185
331,1728,119000.00,5,68.8657407407407407
455,1728,188000.00,5,108.7962962962962963
571,1728,142600.00,5,82.5231481481481481
740,1728,190000.00,7,109.9537037037037037
941,1728,150900.00,6,87.3263888888888889
102,1732,178000.00,6,102.7713625866050808
823,1733,225000.00,7,129.8326601269474899
1046,1733,139600.00,3,80.5539526832083093
142,1734,260000.00,7,149.9423298731257209
287,1734,159000.00,6,91.6955017301038062
985,1734,126000.00,5,72.6643598615916955
1116,1734,318000.00,8,183.3910034602076125
1363,1738,104900.00,4,60.3567318757192175
57,1739,172500.00,8,99.1949396204715354
1076,1740,219500.00,7,126.1494252873563218
721,1742,275000.00,8,157.8645235361653272
992,1742,168000.00,8,96.4408725602755454
299,1743,175000.00,6,100.4016064257028112
238,1744,194500.00,7,111.5252293577981651
1389,1746,377500.00,9,216.2084765177548683
631,1750,124000.00,5,70.8571428571428571
768,1750,160000.00,6,91.4285714285714286
46,1752,319900.00,9,182.5913242009132420
1212,1752,164000.00,8,93.6073059360730594
453,1756,204000.00,6,116.1731207289293850
687,1761,227875.00,7,129.4009085746734810
1383,1762,157000.00,7,89.1032917139614075
140,1764,231500.00,6,131.2358276643990930
645,1766,370878.00,9,210.0101925254813137
173,1767,239000.00,7,135.2574985851726089
79,1768,136500.00,4,77.2058823529411765
502,1768,226700.00,7,128.2239819004524887
736,1768,163000.00,7,92.1945701357466063
757,1768,212000.00,8,119.9095022624434389
800,1768,175000.00,5,98.9819004524886878
1241,1768,224900.00,7,127.2058823529411765
1049,1771,115000.00,5,64.9350649350649351
9,1774,129900.00,7,73.2243517474633596
677,1774,87000.00,4,49.0417136414881623
847,1775,213000.00,7,120.0000000000000000
729,1776,110000.00,5,61.9369369369369369
949,1776,192500.00,7,108.3896396396396396
1348,1776,283463.00,8,159.6075450450450450
855,1779,170000.00,5,95.5593029792017988
1202,1779,197900.00,7,111.2422709387296234
1236,1784,138887.00,5,77.8514573991031390
3,1786,223500.00,7,125.1399776035834267
95,1786,204750.00,6,114.6416573348264278
336,1786,228950.00,5,128.1914893617021277
1319,1787,275000.00,8,153.8891997761611640
929,1788,236500.00,8,132.2706935123042506
1263,1788,161500.00,4,90.3243847874720358
625,1790,165150.00,6,92.2625698324022346
1367,1790,193000.00,7,107.8212290502793296
259,1792,231500.00,7,129.1852678571428571
482,1792,374000.00,9,208.7053571428571429
1434,1792,186500.00,6,104.0736607142857143
1451,1792,136000.00,5,75.8928571428571429
23,1795,230000.00,8,128.1337047353760446
580,1795,131500.00,5,73.2590529247910864
1325,1795,147000.00,8,81.8941504178272981
519,1796,211000.00,6,117.4832962138084633
896,1796,140000.00,6,77.9510022271714922
383,1797,213500.00,7,118.8091263216471898
380,1800,179000.00,6,99.4444444444444444
701,1800,312500.00,8,173.6111111111111111
844,1800,141000.00,5,78.3333333333333333
964,1800,239000.00,9,132.7777777777777778
504,1801,289000.00,7,160.4664075513603554
738,1801,239900.00,8,133.2037756801776791
182,1802,200100.00,7,111.0432852386237514
1041,1803,155000.00,5,85.9678313921242374
1190,1804,189000.00,7,104.7671840354767184
1153,1811,230000.00,6,127.0016565433462176
398,1812,169500.00,5,93.5430463576158940
704,1812,140000.00,5,77.2626931567328918
105,1818,169500.00,7,93.2343234323432343
498,1820,184000.00,7,101.0989010989010989
1155,1820,201800.00,7,110.8791208791208791
707,1824,302000.00,7,165.5701754385964912
1264,1824,180500.00,6,98.9583333333333333
1284,1824,139000.00,6,76.2061403508771930
483,1826,155000.00,7,84.8849945235487404
596,1826,319000.00,8,174.6987951807228916
619,1828,314813.00,9,172.2171772428884026
833,1829,237000.00,7,129.5790049207217059
769,1836,216837.00,7,118.1029411764705882
1110,1836,280000.00,8,152.5054466230936819
541,1838,315000.00,9,171.3819368879216540
1431,1838,192140.00,5,104.5375408052230686
649,1839,155000.00,6,84.2849374660141381
674,1839,257500.00,6,140.0217509516041327
685,1839,221000.00,7,120.1740076128330614
1411,1840,230000.00,7,125.0000000000000000
54,1842,385000.00,9,209.0119435396308360
110,1844,190000.00,6,103.0368763557483731
1414,1844,257000.00,8,139.3709327548806941
1420,1844,223000.00,6,120.9327548806941432
1211,1845,189000.00,6,102.4390243902439024
1223,1846,143000.00,6,77.4647887323943662
1415,1848,207000.00,6,112.0129870129870130
481,1850,326000.00,9,176.2162162162162162
1058,1850,248000.00,7,134.0540540540540541
993,1851,187000.00,6,101.0264721772015127
139,1852,230000.00,8,124.1900647948164147
213,1852,252678.00,7,136.4352051835853132
111,1855,136900.00,6,73.8005390835579515
850,1855,187000.00,6,100.8086253369272237
379,1856,394432.00,9,212.5172413793103448
1339,1861,200000.00,7,107.4691026329930145
1197,1863,219210.00,7,117.6650563607085346
1355,1865,235000.00,7,126.0053619302949062
167,1867,190000.00,5,101.7675415104445635
1142,1868,197500.00,5,105.7280513918629550
1246,1868,178000.00,6,95.2890792291220557
351,1869,318061.00,9,170.1771000535045479
946,1869,124900.00,5,66.8271803103263777
246,1872,241500.00,7,129.0064102564102564
613,1872,261500.00,8,139.6901709401709402
1160,1876,185000.00,6,98.6140724946695096
448,1886,199900.00,7,105.9915164369034995
447,1888,190000.00,6,100.6355932203389831
1267,1889,122000.00,7,64.5844362096347274
965,1894,214900.00,7,113.4635691657866948
795,1895,194500.00,7,102.6385224274406332
1217,1902,112000.00,6,58.8853838065194532
1311,1902,335000.00,7,176.1303890641430074
601,1904,275000.00,8,144.4327731092436975
1399,1904,138000.00,5,72.4789915966386555
933,1905,320000.00,9,167.9790026246719160
341,1908,202900.00,8,106.3417190775681342
445,1908,210000.00,7,110.0628930817610063
507,1911,215000.00,8,112.5065410779696494
1394,1912,163000.00,6,85.2510460251046025
1344,1913,177000.00,6,92.5248301097752222
603,1915,220000.00,8,114.8825065274151436
291,1919,233230.00,8,121.5372589890568004
178,1920,172500.00,5,89.8437500000000000
1276,1920,137000.00,5,71.3541666666666667
1356,1920,170000.00,7,88.5416666666666667
337,1922,377426.00,9,196.3714880332986472
363,1922,198500.00,7,103.2778355879292404
1323,1923,190000.00,7,98.8039521580863235
360,1924,280000.00,8,145.5301455301455301
247,1928,137000.00,6,71.0580912863070539
375,1928,219500.00,7,113.8485477178423237
1031,1928,160000.00,5,82.9875518672199170
642,1929,226000.00,7,117.1591498185588388
1438,1932,394617.00,8,204.2531055900621118
1227,1933,214000.00,6,110.7087428867046042
461,1935,263435.00,8,136.1421188630490956
661,1935,197900.00,7,102.2739018087855297
666,1936,230500.00,8,119.0599173553719008
271,1939,266000.00,8,137.1841155234657040
988,1940,395192.00,9,203.7072164948453608
310,1944,360000.00,9,185.1851851851851852
159,1947,254900.00,7,130.9193631227529533
1238,1948,195000.00,7,100.1026694045174538
870,1949,236000.00,7,121.0877373011800924
298,1950,239000.00,7,122.5641025641025641
385,1953,240000.00,6,122.8878648233486943
1088,1953,252000.00,8,129.0322580645161290
219,1954,311500.00,7,159.4165813715455476
956,1958,145000.00,6,74.0551583248212462
1375,1958,250000.00,7,127.6813074565883555
138,1959,171000.00,7,87.2894333843797856
318,1959,270000.00,8,137.8254211332312404
1129,1959,215000.00,7,109.7498723838693211
235,1960,216500.00,6,110.4591836734693878
506,1960,124500.00,5,63.5204081632653061
392,1961,215000.00,6,109.6379398266190719
939,1962,239799.00,7,122.2217125382262997
1112,1964,205000.00,7,104.3788187372708758
1235,1964,130000.00,5,66.1914460285132383
158,1968,269500.00,8,136.9410569105691057
954,1968,172000.00,5,87.3983739837398374
472,1969,190000.00,7,96.4956830878618588
1290,1970,281000.00,8,142.6395939086294416
938,1971,253000.00,7,128.3612379502790462
775,1973,395000.00,8,200.2027369488089204
474,1976,440000.00,8,222.6720647773279352
1053,1977,165000.00,6,83.4597875569044006
928,1978,176000.00,7,88.9787664307381193
1360,1980,315000.00,9,159.0909090909090909
1131,1981,135000.00,4,68.1474003028773347
281,1982,228500.00,7,115.2875882946518668
1301,1983,225000.00,7,113.4644478063540091
606,1986,205000.00,7,103.2225579053373615
1257,1987,301500.00,8,151.7362858580775038
1055,1989,255000.00,8,128.2051282051282051
1060,1991,220000.00,6,110.4972375690607735
106,1992,250000.00,8,125.5020080321285141
153,1993,190000.00,6,95.3336678374310085
306,2000,305900.00,8,152.9500000000000000
914,2002,145000.00,5,72.4275724275724276
1443,2007,310000.00,10,154.4593921275535625
608,2008,225000.00,5,112.0517928286852590
793,2013,269790.00,7,134.0238450074515648
1268,2018,378500.00,9,187.5619425173439049
975,2019,167500.00,7,82.9618623080733036
516,2020,402861.00,10,199.4361386138613861
779,2020,144000.00,5,71.2871287128712871
1134,2020,239500.00,8,118.5643564356435644
1108,2021,274725.00,7,135.9351806036615537
280,2022,192000.00,7,94.9554896142433234
586,2028,369900.00,8,182.3964497041420118
989,2030,195000.00,6,96.0591133004926108
733,2031,222500.00,7,109.5519448547513540
1279,2031,237000.00,8,116.6912850812407681
65,2034,219500.00,7,107.9154375614552606
148,2035,222500.00,7,109.3366093366093366
314,2036,375000.00,7,184.1846758349705305
582,2042,253293.00,8,124.0416258570029383
555,2046,284000.00,7,138.8074291300097752
679,2046,372500.00,8,182.0625610948191593
132,2054,244000.00,6,118.7925998052580331
908,2057,250000.00,7,121.5362177929022849
1249,2058,129500.00,6,62.9251700680272109
177,2060,211000.00,6,102.4271844660194175
942,2060,214000.00,7,103.8834951456310680
209,2062,277000.00,7,134.3355965082444229
935,2069,242000.00,7,116.9647172547124215
1457,2073,210000.00,6,101.3024602026049204
1244,2076,465000.00,10,223.9884393063583815
410,2078,339750.00,8,163.4985563041385948
520,2080,234000.00,7,112.5000000000000000
629,2080,135000.00,5,64.9038461538461538
184,2082,200000.00,7,96.0614793467819404
788,2084,233000.00,7,111.8042226487523992
826,2084,385000.00,10,184.7408829174664107
790,2087,187500.00,6,89.8418782942022041
8,2090,200000.00,7,95.6937799043062201
686,2090,207500.00,7,99.2822966507177033
1448,2090,240000.00,8,114.8325358851674641
1410,2093,215000.00,7,102.7233635929288103
550,2094,263000.00,7,125.5969436485195798
415,2097,228000.00,7,108.7267525035765379
665,2097,423000.00,8,201.7167381974248927
1373,2097,274300.00,7,130.8059132093466857
754,2098,275500.00,8,131.3155386081982841
1169,2108,235000.00,6,111.4800759013282732
245,2110,205000.00,7,97.1563981042654028
1251,2110,244000.00,7,115.6398104265402844
1316,2112,206900.00,6,97.9640151515151515
655,2113,350000.00,8,165.6412683388547089
1382,2117,237500.00,6,112.1870571563533302
517,2119,158000.00,6,74.5634733364794714
279,2121,415298.00,9,195.8029231494578029
829,2126,185000.00,5,87.0178739416745061
919,2127,238000.00,7,111.8946873530794546
1427,2127,271000.00,7,127.4094969440526563
569,2132,316600.00,8,148.4990619136960600
329,2134,214500.00,6,100.5154639175257732
1224,2136,137900.00,5,64.5599250936329588
810,2138,106000.00,5,49.5790458372310571
81,2142,193500.00,6,90.3361344537815126
250,2144,277000.00,6,129.1977611940298507
47,2149,239686.00,7,111.5337366216845044
611,2153,313000.00,9,145.3785415699024617
1347,2156,262500.00,7,121.7532467532467532
131,2157,226000.00,7,104.7751506722299490
176,2158,243000.00,6,112.6042632066728452
168,2161,325624.00,8,150.6820916242480333
1254,2167,294000.00,7,135.6714351638209506
1343,2169,228500.00,8,105.3480866758875058
409,2172,280000.00,7,128.9134438305709024
